Deposit Name,Location,Age of Deposit,Ore Genesis,Remote Sensing Data & Results,Geophysical Data,Type of Deposit,Main/By-Product/Co-Product,Mineralogy,Pathfinder Elements,Geometry of Ore Body,Ore Body Characterization,Host Rocks,Tectonic Settings,Stratigraphy,Control of Mineralization,Geochemical Results,Geological Features,Mineral
Cadia,Australia,Ordovician (440-450 Ma),Porphyry,ASTER/Landsat mapped alteration zones,Magnetic surveys outlined intrusive system; IP mapped sulfide zones,Porphyry Cu-Au,"By-product: Te; Main: Cu, Au","Trace tellurium in chalcopyrite, bornite","Cu, Au, Mo, Te, Se","Cylindrical, stockwork",By-product resource,"Monzonite, volcanic rocks",Macquarie Arc,Ordovician volcanics,Magmatic-hydrothermal,Te: 1-10 ppm in copper concentrates; Cu: 0.3-0.4%; Au: 0.7-1.0 g/t,Major porphyry Cu-Au deposit; Te recovered during copper refining,Tin
Sierra Madre,Mexico,Tertiary (20-40 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Epithermal,"By-product: Te; Main: Au, Ag","Tellurides, native gold, acanthite","Au, Ag, Te, Se, Hg",Vein systems,By-product resource,Volcanic rocks,Sierra Madre Occidental,Tertiary volcanics,Structurally controlled veins,Te: 10-50 ppm; Au: 3-20 g/t; Ag: 50-300 g/t,Epithermal vein district; Te in tellurides,Tin
Dongping,China,Triassic (214-236 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Epithermal,By-product: Te; Main: Au,"Calaverite, petzite, hessite, native gold","Au, Ag, Te, Pb, Zn",Vein system,By-product resource,Alkaline intrusive,North China Craton,Triassic intrusives,Structurally controlled veins,Te: 20-100 ppm; Au: 5-20 g/t; Ag: 10-50 g/t,Alkaline-related epithermal deposit; Te-rich gold tellurides,Tin
Ağı Dağı,Turkey,Miocene (10-15 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Epithermal,"By-product: Te; Main: Au, Ag","Tellurides, native gold, electrum","Au, Ag, Te, Sb, As",High-sulfidation epithermal,By-product resource,Volcanic rocks,Biga Peninsula,Miocene volcanics,Structurally controlled; volcanic-related,Te: 5-30 ppm; Au: 0.7-1.5 g/t; Ag: 5-15 g/t,Epithermal system; Te in tellurides,Tin
Golden Sunlight,USA,Cretaceous (75-80 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Epithermal,By-product: Te; Main: Au,"Calaverite, petzite, sylvanite, native gold","Au, Ag, Te, As, Sb",Breccia-hosted,By-product resource,"Latite porphyry, breccia",Montana Alkalic Province,Cretaceous intrusives,Breccia-controlled mineralization,Te: 30-150 ppm; Au: 3-8 g/t; Ag: 5-20 g/t,Alkaline-related epithermal deposit; Te-rich gold tellurides,Tin
La Plata,USA,Tertiary (25-35 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Epithermal,"By-product: Te; Main: Au, Ag","Tellurides, native gold, acanthite","Au, Ag, Te, Pb, Zn",Vein system,By-product resource,"Volcanic rocks, intrusions",Colorado Mineral Belt,Tertiary volcanics,Structurally controlled veins,Te: 20-100 ppm; Au: 5-30 g/t; Ag: 50-300 g/t,Epithermal vein system; Te in tellurides,Tin
Getchell-Turquoise Ridge,USA,Eocene (38-40 Ma),Carlin-type,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Carlin-type,By-product: Te; Main: Au,"Trace tellurium in pyrite, arsenopyrite","Au, As, Sb, Hg, Te","Stratabound, structural",By-product resource,"Limestone, siltstone",Great Basin,Roberts Mountains Formation,Structural and lithological control,Te: 5-20 ppm; Au: 10-30 g/t; As: 1000-5000 ppm,Carlin-type gold deposit; trace Te in sulfides,Tin
Kirkland Lake,Canada,Archean (2.67-2.68 Ga),Mesothermal,ASTER/Landsat mapped greenstone belt,IP surveys mapped sulfide zones; magnetic data mapped structure,Orogenic gold,By-product: Te; Main: Au,"Calaverite, sylvanite, krennerite, native gold","Au, Ag, Te, W, Mo",Shear-controlled vein system,By-product resource,"Syenite, metavolcanics",Abitibi greenstone belt,Timiskaming assemblage,Structurally controlled veins,Te: 50-200 ppm; Au: 15-50 g/t; Ag: 5-20 g/t,Archean lode gold deposit; significant Te in tellurides,Tin
Oyu Tolgoi,Mongolia,Devonian (370-375 Ma),Porphyry,ASTER/Landsat mapped alteration zones,Magnetic surveys outlined intrusive system; IP mapped sulfide zones,Porphyry Cu,"By-product: Te; Main: Cu, Au","Trace tellurium in chalcopyrite, bornite","Cu, Au, Mo, Te, Se","Cylindrical, stockwork",By-product resource,"Quartz monzodiorite, granodiorite",Island arc,Devonian intrusives,Magmatic-hydrothermal,Te: 1-5 ppm in copper concentrates; Cu: 0.5-1.5%; Au: 0.3-0.5 g/t,Major porphyry Cu-Au deposit; Te recovered during copper refining,Tin
Grasberg,Indonesia,Pliocene (2-4 Ma),Porphyry-skarn,ASTER/Landsat mapped alteration zones; multispectral detected iron oxides,Magnetic surveys outlined intrusion complex; IP mapped mineralization,Porphyry-skarn,"By-product: Te; Main: Cu, Au","Trace tellurium in chalcopyrite, bornite","Cu, Au, Mo, Ag, Te, Se","Cylindrical, composite",By-product resource,"Diorite to monzonite porphyry, limestone",Island arc,Tertiary intrusives,Magmatic-hydrothermal; limestone contact,Te: 5-20 ppm in copper concentrates; Cu: 0.7-1.2%; Au: 0.5-1.0 g/t,High-grade porphyry-skarn hybrid system; Te recovered during copper refining,Tin
Zod,Armenia,Jurassic-Cretaceous (140-150 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Epithermal,"By-product: Te; Main: Au, Ag","Tellurides, native gold, acanthite","Au, Ag, Te, Pb, Zn",Vein system,By-product resource,"Volcanic rocks, intrusions",Lesser Caucasus,Mesozoic volcanics,Structurally controlled veins,Te: 20-100 ppm; Au: 5-15 g/t; Ag: 30-100 g/t,Epithermal vein system; Te in tellurides,Tin
Springpole,Canada,Archean (2.7-2.8 Ga),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Epithermal,"By-product: Te; Main: Au, Ag","Tellurides, native gold, electrum","Au, Ag, Te, Sb, As","Breccia, disseminated",By-product resource,"Trachytic volcanics, breccia",Superior Province,Archean volcanics,Structurally controlled; volcanic-related,Te: 5-30 ppm; Au: 0.8-1.5 g/t; Ag: 3-6 g/t,Alkaline-related epithermal deposit; Te in tellurides,Tin
Furtei,Italy,Oligocene-Miocene (20-30 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Epithermal,"By-product: Te; Main: Au, Cu","Tellurides, enargite, native gold","Au, Cu, As, Sb, Te",High-sulfidation epithermal,By-product resource,Volcanic rocks,Sardinia,Tertiary volcanics,Structurally controlled; volcanic-related,Te: 10-50 ppm; Au: 1-5 g/t; Cu: 0.5-2.0%,High-sulfidation epithermal system; Te in tellurides,Tin
Vatukoula,Fiji,Miocene (3-7 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Epithermal,By-product: Te; Main: Au,"Sylvanite, calaverite, native gold","Au, Ag, Te, Se",Shear-controlled vein system,By-product resource,"Andesite, monzonite",Island arc,Tertiary volcanics,Structurally controlled veins,Te: 50-200 ppm; Au: 10-30 g/t; Ag: 5-20 g/t,Alkaline-related epithermal deposit; same district as Emperor,Tin
Telfer,Australia,Proterozoic (650 Ma),Intrusion-related,ASTER/Landsat mapped alteration zones,IP and gravity surveys mapped mineralization; magnetic data mapped structure,Intrusion-related,"By-product: Te; Main: Au, Cu","Tellurides, native gold, chalcopyrite","Au, Cu, Te, Bi","Stratabound, dome-structure",By-product resource,"Sandstone, siltstone, carbonate",Paterson Province,Yeneena Group,Domal structure; stratabound,Te: 5-30 ppm; Au: 1.5-2.5 g/t; Cu: 0.2-0.3%,Unusual dome-hosted deposit; Te in tellurides,Tin
Erzberg,Austria,Variscan (320-340 Ma),Sedimentary-hydrothermal,ASTER/Landsat mapped iron formation,Magnetic surveys mapped iron formation; gravity detected dense body,Iron Formation,By-product: Te; Main: Fe,"Trace tellurium in pyrite, hematite","Fe, Si, S, Te","Stratiform, lenticular",By-product resource,"Limestone, phyllite",Eastern Alps,Paleozoic sediments,Seafloor exhalation; metamorphism,Te: 5-20 ppm; Fe: 30-40%; S: 0.1-0.3%,Iron ore deposit; trace Te recovery potential,Tin
Zarshuran,Iran,Tertiary (20-40 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Epithermal,"By-product: Te; Main: Au, As","Tellurides, native gold, arsenopyrite","Au, As, Sb, Te, Hg","Stratabound, structural",By-product resource,"Limestone, siltstone",Zagros,Cretaceous-Tertiary sediments,Structurally controlled; intrusion-related,Te: 10-50 ppm; Au: 3-10 g/t; As: 0.5-2.0%,Unusual sediment-hosted gold; Te in tellurides,Tin
Commoner,Zimbabwe,Archean (2.6-2.7 Ga),Mesothermal,ASTER/Landsat mapped greenstone belt,IP surveys mapped sulfide zones; magnetic data mapped structure,Orogenic gold,By-product: Te; Main: Au,"Calaverite, petzite, native gold","Au, Ag, Te, W, Bi",Shear-controlled vein system,By-product resource,"Mafic volcanics, BIF",Zimbabwe Craton,Greenstone belt,Structurally controlled veins,Te: 20-100 ppm; Au: 5-20 g/t; Ag: 2-10 g/t,Archean lode gold deposit; Te in tellurides,Tin
Lihir,Papua New Guinea,Pliocene (0.3-0.9 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Epithermal,By-product: Te; Main: Au,"Tellurides, native gold, pyrite","Au, Te, Ag, As",Diatreme complex,By-product resource,"Volcanic rocks, breccia",Island arc,Pliocene volcanics,Structurally controlled; volcanic-related,Te: 5-30 ppm; Au: 2-6 g/t; As: 100-500 ppm,Alkaline-related epithermal deposit; Te in tellurides,Tin
Mineral Park,USA,Laramide (65-75 Ma),Porphyry,ASTER/Landsat mapped alteration zones,Magnetic surveys outlined intrusive system; IP mapped sulfide zones,Porphyry Cu-Mo,"By-product: Te; Main: Cu, Mo","Trace tellurium in chalcopyrite, molybdenite","Cu, Mo, Ag, Re, Te","Cylindrical, stockwork",By-product resource,Granite porphyry,Laramide orogeny,Laramide intrusives,Magmatic-hydrothermal,Te: 1-5 ppm in copper concentrates; Cu: 0.2-0.4%; Mo: 0.02-0.05%,Porphyry Cu-Mo deposit; Te recovered during copper refining,Tin
Butte,USA,Late Cretaceous (76 Ma),Porphyry,ASTER/Landsat mapped alteration zones,Magnetic surveys outlined intrusive system; IP mapped sulfide zones,Porphyry Cu-Mo,"By-product: Te; Main: Cu, Mo, Ag","Trace tellurium in chalcopyrite, tennantite","Cu, Mo, Ag, Zn, Pb, Te","Cylindrical, vein system",By-product resource,Quartz monzonite,Laramide orogeny,Boulder Batholith,Magmatic-hydrothermal; vein zoning,Te: 2-10 ppm in copper concentrates; Cu: 0.5-1.0%; Mo: 0.01-0.05%,Classic porphyry Cu-Mo district; Te recovered during copper refining,Tin
Lomas Bayas,Chile,Eocene-Oligocene (31-34 Ma),Porphyry,ASTER/Landsat mapped alteration zones,Magnetic surveys outlined intrusive system; IP mapped sulfide zones,Porphyry Cu,By-product: Te; Main: Cu,Trace tellurium in chalcopyrite,"Cu, Mo, Te, Se","Cylindrical, stockwork",By-product resource,Granodiorite porphyry,Andean subduction zone,Tertiary intrusives,Magmatic-hydrothermal; supergene enrichment,Te: 1-3 ppm in copper concentrates; Cu: 0.3-0.5%; Mo: 0.005-0.01%,Porphyry Cu deposit; Te recovered during copper refining,Tin
Minas de Henarejos,Spain,Permian (250-280 Ma),Hydrothermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Vein,"Main: Te; By-product: Au, Ag","Native tellurium, calaverite, sylvanite","Au, Ag, Te, Bi",Vein system,Small resource,"Sandstone, shale",Iberian Massif,Carboniferous-Permian sediments,Structurally controlled veins,Te: 0.5-2.0%; Au: 3-10 g/t; Ag: 20-100 g/t,Unusual primary Te-bearing veins,Tin
Kasperske Hory,Czech Republic,Variscan (320-340 Ma),Mesothermal,ASTER/Landsat mapped alteration zones,IP surveys mapped sulfide zones; magnetic data mapped structure,Orogenic gold,By-product: Te; Main: Au,"Tellurides, native gold, pyrite","Au, Te, Bi, W",Shear-controlled vein system,By-product resource,"Schist, gneiss",Bohemian Massif,Moldanubian Zone,Structurally controlled veins,Te: 10-50 ppm; Au: 5-15 g/t; Bi: 0.01-0.05%,Variscan lode gold deposit; Te in tellurides,Tin
Sacarimb,Romania,Miocene (10-15 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Epithermal,"By-product: Te; Main: Au, Ag","Sylvanite, nagyagite, krennerite, native gold","Au, Ag, Te, Pb, Sb",Vein system,Historic producer,"Andesite, dacite",Carpathian Arc,Tertiary volcanics,Structurally controlled veins,Te: 50-300 ppm; Au: 10-50 g/t; Ag: 50-300 g/t,Classic epithermal Te-Au-Ag district; type locality for several tellurides,Tin
Cananea,Mexico,Laramide (60-65 Ma),Porphyry,ASTER/Landsat mapped alteration zones,Magnetic surveys outlined intrusive system; IP mapped sulfide zones,Porphyry Cu,"By-product: Te; Main: Cu, Mo","Trace tellurium in chalcopyrite, bornite","Cu, Mo, Re, Te, Se","Cylindrical, stockwork",By-product resource,Granodiorite porphyry,Laramide orogeny,Laramide intrusives,Magmatic-hydrothermal; supergene enrichment,Te: 1-5 ppm in copper concentrates; Cu: 0.4-0.8%; Mo: 0.01-0.03%,Major porphyry Cu deposit; Te recovered during copper refining,Tin
Toquepala,Peru,Paleocene (57-59 Ma),Porphyry,ASTER/Landsat mapped alteration zones,Magnetic surveys outlined intrusive system; IP mapped sulfide zones,Porphyry Cu,"By-product: Te; Main: Cu, Mo",Trace tellurium in chalcopyrite,"Cu, Mo, Re, Te","Cylindrical, stockwork",By-product resource,"Dacite porphyry, breccia",Andean subduction zone,Paleocene intrusives,Magmatic-hydrothermal; tourmaline breccias,Te: 1-5 ppm in copper concentrates; Cu: 0.5-0.7%; Mo: 0.03-0.04%,Major porphyry Cu deposit; Te recovered during copper refining,Tin
Cuajone,Peru,Paleocene (54-59 Ma),Porphyry,ASTER/Landsat mapped alteration zones,Magnetic surveys outlined intrusive system; IP mapped sulfide zones,Porphyry Cu,"By-product: Te; Main: Cu, Mo",Trace tellurium in chalcopyrite,"Cu, Mo, Re, Te","Cylindrical, stockwork",By-product resource,Dacite porphyry,Andean subduction zone,Paleocene intrusives,Magmatic-hydrothermal,Te: 1-5 ppm in copper concentrates; Cu: 0.4-0.6%; Mo: 0.02-0.03%,Major porphyry Cu deposit; Te recovered during copper refining,Tin
Talmessi,Iran,Tertiary (20-40 Ma),Hydrothermal,ASTER/Landsat mapped alteration zones,IP and resistivity mapped sulfide zones; magnetic data mapped structure,Vein,"By-product: Te; Main: Cu, Ag","Tellurides, chalcopyrite, tennantite","Cu, Ag, Te, Se",Vein system,By-product resource,"Volcanic rocks, sediments",Zagros,Eocene volcanics,Structurally controlled veins,Te: 20-100 ppm; Cu: 1-3%; Ag: 50-200 g/t,Unusual Te-rich copper deposit,Tin
Kidd Creek,Canada,Archean (2.71 Ga),Volcanogenic massive sulfide,ASTER/Landsat mapped volcanic belt,EM surveys mapped conductive zones; magnetic data detected structures,VMS,"By-product: In; Main: Cu, Zn, Pb, Ag","Trace indium in sphalerite, chalcopyrite, stannite","Cu, Zn, Pb, Ag, Sn","Massive, stratiform",By-product resource,"Rhyolite, basalt",Abitibi greenstone belt,Blake River Group,Seafloor hydrothermal activity,In: 50-200 ppm in sphalerite; Zn: 5-10%; Cu: 2-3%,World-class VMS deposit; In recovery from zinc processing,Tin
Neves-Corvo,Portugal,Carboniferous (360-350 Ma),Volcanogenic massive sulfide,ASTER/Landsat mapped volcanic-sedimentary sequence,EM surveys mapped conductive zones; gravity detected dense bodies,VMS,"By-product: In; Main: Cu, Zn, Sn","Roquesite, stannite, trace indium in sphalerite, chalcopyrite","Cu, Zn, Sn, Ag, In","Massive, stratiform",By-product resource,"Volcanic rocks, black shale",Iberian Pyrite Belt,Volcanic-Sedimentary Complex,Seafloor hydrothermal activity,In: 100-350 ppm in sphalerite; Cu: 5-10%; Zn: 6-12%; Sn: 0.2-0.8%,Major VMS deposit; unusually Sn-In-rich,Tin
Freiberg,Germany,Permian-Triassic (230-290 Ma),Hydrothermal,ASTER/Landsat mapped vein systems,IP surveys mapped sulfide zones; magnetic data detected structures,Polymetallic vein,"By-product: In; Main: Pb, Zn, Ag","Roquesite, trace indium in sphalerite","Pb, Zn, Ag, Sn, In",Vein systems,Historic producer,"Gneiss, schist",Erzgebirge,Variscan basement,Structurally controlled veins,In: 50-300 ppm in sphalerite; Pb: 2-8%; Zn: 3-10%; Ag: 100-500 g/t,Historic mining district; polymetallic veins,Tin
Mount Pleasant,Canada,Mississippian (330-340 Ma),Magmatic-hydrothermal,ASTER/Landsat mapped intrusion and alteration zones,Magnetic surveys outlined intrusion; IP mapped mineralization,Greisen/porphyry,"By-product: In; Main: Sn, W, Mo","Roquesite, stannite, cassiterite, wolframite","Sn, W, Mo, Bi, In",Multiple breccia/stockwork zones,By-product resource,Porphyritic granite,Appalachian orogeny,Late Devonian-Mississippian,Magmatic-hydrothermal; breccia zones,In: 100-500 ppm; Sn: 0.2-0.4%; W: 0.1-0.3%; Mo: 0.05-0.1%,Complex Sn-W-Mo deposit; significant In enrichment,Tin
Toyoha,Japan,Miocene (10-15 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP surveys mapped sulfide zones; magnetic data detected structures,Polymetallic vein,"By-product: In; Main: Ag, Pb, Zn",Trace indium in sphalerite,"Pb, Zn, Ag, Cu, In",Vein systems,Historic producer,"Volcanic rocks, andesite",Island arc,Miocene volcanics,Structurally controlled veins,In: 200-1000 ppm in sphalerite; Zn: 5-10%; Pb: 2-5%; Ag: 100-300 g/t,Historically significant In source; now exhausted,Tin
San Roque,Argentina,Jurassic (170-180 Ma),Porphyry-related,ASTER/Landsat mapped intrusion and alteration zones,Magnetic surveys outlined intrusion; IP mapped mineralization,Porphyry/polymetallic,"By-product: In; Main: Au, Ag, Zn, Pb",Trace indium in sphalerite,"Au, Ag, Zn, Pb, Cu, In","Stockwork, disseminated",By-product resource,"Diorite porphyry, volcanic rocks",Patagonian Belt,Jurassic volcanic-plutonic complex,Magmatic-hydrothermal; structural control,In: 50-200 ppm in sphalerite; Au: 1-3 g/t; Ag: 30-60 g/t; Zn: 2-5%,Polymetallic porphyry-related deposit,Tin
Duobaoshan,China,Permian (250-280 Ma),Porphyry,ASTER/Landsat mapped alteration zones,Magnetic surveys outlined intrusion; IP mapped mineralization,Porphyry,"By-product: In; Main: Cu, Mo",Trace indium in chalcopyrite,"Cu, Mo, In, Re","Stockwork, disseminated",By-product resource,Granodiorite porphyry,Central Asian Orogenic Belt,Permian intrusive complex,Magmatic-hydrothermal; stockwork veining,In: 10-50 ppm in chalcopyrite; Cu: 0.4-0.6%; Mo: 0.01-0.02%,Porphyry Cu-Mo deposit; In in chalcopyrite,Tin
East Kemptville,Canada,Devonian (370-380 Ma),Magmatic-hydrothermal,ASTER/Landsat mapped intrusion and alteration zones,Magnetic surveys outlined intrusion; IP mapped mineralization,Greisen,By-product: In; Main: Sn,"Stannite, cassiterite, trace indium in sphalerite","Sn, Cu, Zn, In","Stockwork, greisen",By-product resource,Peraluminous granite,Appalachian orogeny,Devonian intrusive,Magmatic-hydrothermal; greisen alteration,In: 50-200 ppm; Sn: 0.15-0.25%; Cu: 0.1-0.2%; Zn: 0.1-0.2%,Major greisen-style Sn deposit; significant In,Tin
Broken Hill,Australia,Paleoproterozoic (1.68 Ga),Sedimentary-exhalative,ASTER/Landsat mapped metamorphic belt,EM surveys mapped conductive zones; gravity detected dense bodies,SEDEX,"By-product: In; Main: Pb, Zn, Ag",Trace indium in sphalerite,"Pb, Zn, Ag, Mn, Cu, In","Stratiform, massive",By-product resource,"Gneiss, schist, amphibolite",Curnamona Province,Willyama Supergroup,Metamorphosed SEDEX,In: 20-80 ppm in sphalerite; Pb: 10-15%; Zn: 8-12%; Ag: 100-200 g/t,World-class metamorphosed SEDEX deposit,Tin
Huari Huari,Bolivia,Miocene (10-20 Ma),Epithermal,ASTER/Landsat mapped volcanic complex,IP surveys mapped sulfide zones; magnetic data detected structures,Polymetallic vein,"By-product: In; Main: Ag, Zn, Pb","Trace indium in sphalerite, stannite","Ag, Zn, Pb, Sn, In",Vein systems,By-product resource,"Volcanic rocks, dacite",Andean Belt,Miocene volcanics,Structurally controlled veins,In: 100-400 ppm in sphalerite; Ag: 200-600 g/t; Zn: 5-10%; Pb: 2-5%,Polymetallic vein system; significant In in sphalerite,Tin
Dachang,China,Permian-Triassic (250-260 Ma),Magmatic-hydrothermal,ASTER/Landsat mapped intrusion and alteration zones,Magnetic surveys outlined intrusion; IP mapped mineralization,Skarn/vein,"By-product: In; Main: Sn, Zn","Stannite, cassiterite, trace indium in sphalerite","Sn, Zn, Pb, Cu, In","Skarn bodies, veins",By-product resource,"Limestone, granite",South China,Permian-Triassic carbonates,Contact metasomatism; hydrothermal veins,In: 100-300 ppm in sphalerite; Sn: 0.5-1.0%; Zn: 3-6%,Complex Sn-polymetallic deposit,Tin
Hämmerlein,Germany,Permian-Triassic (230-290 Ma),Magmatic-hydrothermal,ASTER/Landsat mapped intrusion and alteration zones,Magnetic surveys outlined intrusion; IP mapped mineralization,Skarn/greisen,"By-product: In; Main: Sn, Zn","Cassiterite, stannite, trace indium in sphalerite","Sn, Zn, Cu, In, W","Skarn bodies, greisen zones",By-product resource,"Schist, skarn, granite",Erzgebirge,Variscan basement,Contact metasomatism; hydrothermal veins,In: 100-300 ppm; Sn: 0.2-0.4%; Zn: 1-3%; Cu: 0.1-0.3%,Complex Sn-Zn skarn-greisen deposit,Tin
Uchucchacua,Peru,Miocene (10-20 Ma),Epithermal,ASTER/Landsat mapped carbonate sequence,IP surveys mapped sulfide zones; magnetic data detected structures,Carbonate replacement,"By-product: In; Main: Ag, Zn, Pb",Trace indium in sphalerite,"Ag, Zn, Pb, Mn, In","Veins, mantos",By-product resource,Limestone,Andean Belt,Mesozoic carbonates,Structurally controlled replacement,In: 50-150 ppm in sphalerite; Ag: 300-600 g/t; Zn: 3-6%; Pb: 2-4%,Polymetallic carbonate replacement deposit,Tin
Colquiri,Bolivia,Miocene (10-20 Ma),Epithermal,ASTER/Landsat mapped volcanic complex,IP surveys mapped sulfide zones; magnetic data detected structures,Polymetallic vein,"By-product: In; Main: Sn, Zn","Stannite, cassiterite, trace indium in sphalerite","Sn, Zn, Pb, Ag, In",Vein systems,By-product resource,"Sandstone, shale",Andean Belt,Paleozoic metasediments,Structurally controlled veins,In: 150-500 ppm in sphalerite; Sn: 0.5-1.0%; Zn: 5-10%; Pb: 1-3%,Polymetallic vein system; significant In in sphalerite,Tin
Sullivan,Canada,Mesoproterozoic (1.47 Ga),Sedimentary-exhalative,ASTER/Landsat mapped sedimentary sequence,EM surveys mapped conductive zones; gravity detected dense bodies,SEDEX,"By-product: In; Main: Pb, Zn, Ag",Trace indium in sphalerite,"Zn, Pb, Ag, In, Cd, Ge","Stratiform, massive",Historic producer,"Argillite, quartzite",Belt-Purcell Basin,Aldridge Formation,Synsedimentary exhalative,In: 30-100 ppm in sphalerite; Zn: 5-7%; Pb: 6-8%; Ag: 50-70 g/t,Classic SEDEX deposit; now exhausted,Tin
Fankou,China,Carboniferous-Permian (270-350 Ma),Sedimentary-exhalative,ASTER/Landsat mapped sedimentary sequence,EM surveys mapped conductive zones; gravity detected dense bodies,SEDEX,"By-product: In; Main: Zn, Pb",Trace indium in sphalerite,"Zn, Pb, Ag, Ge, In, Cd","Stratiform, massive",By-product resource,"Carbonate, shale",South China,Devonian-Carboniferous carbonates,Synsedimentary exhalative,In: 20-80 ppm in sphalerite; Zn: 10-15%; Pb: 3-5%,Major SEDEX deposit; In recovery from zinc processing,Tin
Brunswick,Canada,Ordovician (460-470 Ma),Volcanogenic massive sulfide,ASTER/Landsat mapped volcanic sequence,EM surveys mapped conductive zones; gravity detected dense bodies,VMS,"By-product: In; Main: Zn, Pb, Cu, Ag",Trace indium in sphalerite,"Zn, Pb, Cu, Ag, In, Cd","Massive, stratiform",Historic producer,"Felsic volcanic rocks, sediments",Northern Appalachians,Tetagouche Group,Seafloor hydrothermal activity,In: 40-120 ppm in sphalerite; Zn: 8-12%; Pb: 3-5%; Cu: 0.3-0.8%,Major VMS deposit; now exhausted,Tin
Tieluping,China,Jurassic (160-180 Ma),Magmatic-hydrothermal,ASTER/Landsat mapped intrusion and alteration zones,Magnetic surveys outlined intrusion; IP mapped mineralization,Polymetallic vein,"By-product: In; Main: Sn, Zn","Stannite, cassiterite, trace indium in sphalerite","Sn, Zn, Cu, In",Vein systems,By-product resource,"Granite, metamorphic rocks",South China,Yanshanian intrusive,Structurally controlled veins,In: 150-400 ppm in sphalerite; Sn: 0.3-0.6%; Zn: 3-7%; Cu: 0.5-1.0%,Polymetallic vein system; significant In in sphalerite,Tin
Koktenkol,Kazakhstan,Carboniferous (300-350 Ma),Magmatic-hydrothermal,ASTER/Landsat mapped intrusion and alteration zones,Magnetic surveys outlined intrusion; IP mapped mineralization,Skarn/vein,"By-product: In; Main: Sn, W","Cassiterite, wolframite, trace indium in sphalerite","Sn, W, Zn, Cu, In","Skarn bodies, veins",By-product resource,"Limestone, granite",Central Asia,Carboniferous carbonates,Contact metasomatism; hydrothermal veins,In: 50-200 ppm in sphalerite; Sn: 0.5-1.0%; W: 0.2-0.5%; Zn: 1-3%,Complex Sn-W-Zn skarn deposit,Tin
San Rafael,Peru,Oligocene (25-30 Ma),Magmatic-hydrothermal,ASTER/Landsat mapped intrusion and alteration zones,Magnetic surveys outlined intrusion; IP mapped mineralization,Skarn/vein,By-product: In; Main: Sn,"Cassiterite, stannite, trace indium in sphalerite","Sn, Cu, Zn, In",Vein system,By-product resource,"Limestone, granite",Andean Belt,Paleozoic metasediments,Structurally controlled veins,In: 50-150 ppm in sphalerite; Sn: 2-5%; Cu: 0.1-0.3%; Zn: 0.5-1.0%,World-class Sn vein system; minor In,Tin
Potosí,Bolivia,Miocene (10-20 Ma),Epithermal,ASTER/Landsat mapped volcanic complex,IP surveys mapped sulfide zones; magnetic data detected structures,Polymetallic vein,"By-product: In; Main: Ag, Sn, Zn","Stannite, cassiterite, trace indium in sphalerite","Ag, Sn, Zn, Pb, In",Vein systems,By-product resource,"Dacite dome, volcanic rocks",Andean Belt,Miocene volcanics,Structurally controlled veins,In: 100-300 ppm in sphalerite; Ag: 200-500 g/t; Sn: 0.5-2.0%; Zn: 3-8%,Historic Ag district; polymetallic veins,Tin
Pirquitas,Argentina,Miocene (10-20 Ma),Epithermal,ASTER/Landsat mapped volcanic complex,IP surveys mapped sulfide zones; magnetic data detected structures,Polymetallic vein,"By-product: In; Main: Ag, Sn, Zn","Stannite, cassiterite, trace indium in sphalerite","Ag, Sn, Zn, In",Vein systems,By-product resource,"Dacite, volcanic rocks",Andean Belt,Miocene volcanics,Structurally controlled veins,In: 100-400 ppm in sphalerite; Ag: 200-400 g/t; Sn: 0.5-1.0%; Zn: 2-5%,Polymetallic vein system; significant In in sphalerite,Tin
